Deposit,Sample,Reference,Fe,Mn,Co,Cu,Ga,Ge,Ag,Cd,In,Sn,Sb,Pb,Deposit type
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",17964.25902,457.2133968,1.034349213,2.373424065,1.209590283,0.063205051,1.73613188,3039.394247,0.004938145,1.289721681,0.014195668,0.03063787,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",13563.08007,426.0489387,1.698809502,74.27909739,11.85408787,8.820030228,8.164300387,3515.674707,0.037967238,29.26748643,15.35666341,4.992865577,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",18685.71098,487.8544352,1.003252744,115.2255492,15.84025992,8.048006029,4.15933138,3151.970753,0.005063075,78.48692249,6.286461633,1.710971675,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",12057.20477,394.4874182,1.745721323,26.0696742,2.996820334,1.049264499,11.06490525,2842.321926,0.005229907,13.7693166,4.853997124,12.82880289,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",12983.88234,390.0143369,2.023909132,6.591582099,0.621975791,0.225395813,7.385763469,3258.602288,0.005464482,1.895295128,1.510505466,6.25340382,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",13475.91233,387.9051457,2.028904832,9.339460655,1.629704499,0.31991524,2.602999628,3244.259189,0.005261135,6.657798273,0.685794769,2.343038076,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",12689.47837,399.0553478,1.880467943,10.75574517,1.036453665,0.255162262,10.28372453,2789.039478,0.005294764,6.153193249,4.204375402,14.57631962,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",12567.6205,403.9226354,1.892478481,16.18188473,2.180657155,0.775374833,4.438888411,3345.310406,0.016970639,5.541120442,4.049750085,4.802838286,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",13338.70479,405.5345331,1.794212688,11.01712494,1.229215615,0.876463545,2.443352665,3358.649639,0.015540832,5.09419384,2.412731184,0.835874348,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",11022.25966,340.8949382,1.896654494,2.540243558,0.552038409,0.066266286,1.789093367,2917.207243,0.005362555,0.477777239,0.014491332,0.112279128,Epithermal
Rosita/Rubí,2019-MOR-037-SP  (slC2),"Benites et al., 2021",3248.063695,2019.072687,0.07625304,38.41308483,7.86048829,0.355412509,1.891935858,2093.303831,0.548431837,33.87646196,0.113067939,0.048795487,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",21768.0278,636.1123644,0.942471481,24.36447341,11.85517597,0.064551991,2.327529044,4996.006271,0.005588362,0.498848675,0.354808245,0.626692525,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",19753.99973,557.2877854,0.826965938,1676.257622,18.47940853,0.357090707,19.56468913,3607.604923,0.005066884,0.404582905,0.067872807,0.15506578,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",18102.15396,498.6050167,1.053043683,140.9415649,136.0283003,1.891400361,2.744018537,3965.164587,0.005560508,0.572037341,0.806261438,0.491218029,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",18782.26055,568.6919152,0.618702935,17.22230643,7.01945696,0.174743037,1.812587323,4209.62758,0.005429711,0.216437702,0.014485859,0.037824708,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",22240.71976,680.8514093,0.98289476,15.79178227,8.113134378,0.068270777,2.037840105,5387.985468,0.005748205,0.257739571,0.77310459,1.355402143,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",11828.62055,446.2689448,0.771631544,844.7220485,7.53907473,0.319852203,10.5539282,2889.422337,0.006724723,0.16779526,0.080041708,3.871861784,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",21427.11897,623.5934187,0.913265679,555.3947576,45.32976508,0.706845376,5.859901735,4798.058369,0.00600404,0.602010449,1.025197681,1.309020923,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",12884.62546,372.3332991,1.080223079,5.171430789,3.754057317,0.187858834,1.905550045,2249.609937,0.005898442,2.662464931,0.225760369,0.729609272,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",16338.90696,470.3328446,0.574930396,52.93085733,50.30085415,0.670283889,1.999325771,4061.34271,0.006747989,1.702234723,0.0160235,0.077960576,Epithermal
Rosita/Rubí,2019-MOR-029-SPA  (slC2),"Benites et al., 2021",4421.230837,145.288941,0.193041702,56.25168882,38.53278885,0.822306978,2.712591799,2639.17374,0.085494387,18.54810607,0.0159005,0.073241762,Epithermal
Morro Solar,2019-MOR-005-SPB (slC2),"Benites et al., 2021",122.2523239,3.38933922,0.070816841,235.3895629,19.60019358,0.71397264,4.148142879,1065.101864,186.00783,27.29369299,6.034187357,8.479986414,Epithermal
Morro Solar,2019-MOR-005-SPB (slC2),"Benites et al., 2021",87.67407932,0.694962765,0.023551117,125.6942475,4.458446307,0.287162449,2.330975818,1428.641134,141.9212676,8.684558472,0.730773424,2.272565439,Epithermal
Morro Solar,2019-MOR-005-SPB (slC2),"Benites et al., 2021",33.83848263,0.781065764,0.031475215,88.09609074,4.967417243,0.365364419,14.08474916,1310.968521,3.157239925,10.32879496,22.27324607,43.02358372,Epithermal
Morro Solar,2019-MOR-005-SPB (slC2),"Benites et al., 2021",89.73979315,2.535234099,0.052058,360.0530029,63.04053991,4.198041881,38.94166747,1425.987245,7.510770985,2.824490303,67.06725417,109.5653424,Epithermal
Morro Solar,2019-MOR-005-SPB (slC2),"Benites et al., 2021",4895.15116,21.93539693,0.092701429,1356.583947,1039.935702,10.41958783,81.50062296,1586.956026,39.89227948,3.876315463,178.8043877,56.23265644,Epithermal
Morro Solar,2019-MOR-005-SPA (slC2),"Benites et al., 2021",64.79851572,1.553521822,0.069589924,84.46342791,13.79109997,0.186110563,5.207005566,2556.907292,78.45466177,31.48409584,0.241445421,0.880852573,Epithermal
Morro Solar,2019-MOR-005-SPA (slC2),"Benites et al., 2021",75.86420093,0.961548813,0.040384522,1128.042676,215.1810151,1.621966667,8.200796262,1821.113864,1011.687697,79.40992042,3.842378725,7.552289026,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",4783.815521,910.4569601,0.070496388,5307.616166,14.52561637,0.103637149,8.911191048,1542.473639,750.2298432,20.91410754,0.029181971,0.049142178,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",126.187308,0.74873604,0.059381138,283.3110652,3.091500406,0.3301649,1.512509561,1854.433628,352.9530705,66.07042104,3.628760304,8.892481867,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",211.3103172,0.862280209,0.203328152,23.74104549,6.759926109,0.579421916,3.992426746,1103.965023,3.937200989,1.065872595,5.706409851,33.06229806,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",1830.398758,128.7687353,0.075338674,844.0700503,11.83357165,0.104405589,1.590379288,1573.193455,987.6466709,259.7991221,0.029479172,0.005220243,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",2229.418539,164.4165063,0.061106219,694.1615263,12.61076959,0.083006762,1.554202726,1463.797132,939.332533,19.95462662,0.022638101,5.985924057,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",2301.754005,118.6311391,0.065726872,1526.560238,30.17627224,0.095272271,2.454498231,1643.555287,1804.389374,282.9273401,0.026697453,0.116810226,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",1067.94235,551.9647341,0.055802738,1139.971053,227.040723,0.07662314,2.158844307,1585.145024,991.3932886,200.844954,0.022249976,0.02962937,Epithermal
Morro Solar,2019-MOR-001-SPA (slC2),"Benites et al., 2021",675.7038153,1062.62023,0.055721884,411.7196003,232.1869352,1.566483361,1.558340087,1538.642514,269.8047507,17.32834668,0.158680622,0.742046799,Epithermal
